rating_id,source_id,category,source_path,prompt_id,requested_vocal,qwen_label,demucs_label,vocal_energy_ratio,selection_note,package_media_path,sha256,shuffle_seed
decisive_11_a8223b360df8,1704261cb0,rare_basin_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0563.flac,held_out_0045,1,,no,,original rare-basin diagnostic,paper_prep/pi_decisive_packet_20260709/media/decisive_11_a8223b360df8.flac,9ceaccace2b08e73ec889e1dd08212ea38eabcfff6d6678d0f04a6d755422155,20260709
decisive_12_f399470c98da,aprime_0019,failed_smoke_negative_4,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0019_a00fb96bef52.flac,genreinstr_ambient,0,yes,no,0.00741,bad negative label / ambiguous audio,paper_prep/pi_decisive_packet_20260709/media/decisive_12_f399470c98da.flac,514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,20260709
decisive_13_b3a352f3258a,aprime_0035,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0035_1704ce3116b0.flac,held_out_0001,1,yes,no,0.13258,ratio_histogram_quantile_17_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_13_b3a352f3258a.flac,62d06239452b79177c4e0e0eeb01cc35f920af81f508433e11610046e24a07c6,20260709
decisive_14_e7a8cf805731,8187dd9cd3,threshold_near_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0698.wav,dev_0101,1,yes,no,0.17842,abs_ratio_delta=0.00068000,paper_prep/pi_decisive_packet_20260709/media/decisive_14_e7a8cf805731.wav,cc560e31ec7ac2454a54e117b1fc73d19de9262594a59fd9c530a11fe9c04814,20260709
decisive_15_cc2eb6bbefa7,e8bde3e094,threshold_near_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0792.wav,held_out_0099,1,yes,no,0.17826,abs_ratio_delta=0.00084000,paper_prep/pi_decisive_packet_20260709/media/decisive_15_cc2eb6bbefa7.wav,4b7e181e337d6d10daefb17977c759a69b20b732847769d30e24d807f5cb2956,20260709
decisive_16_70313a930f10,aprime_0292,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0292_5b6172d95c05.flac,held_out_0013,1,yes,no,0.14886,ratio_histogram_quantile_18_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_16_70313a930f10.flac,33bc9b9557a13eea1396263285a31b792c58e655d3f0284f41b6bc5021d4f42e,20260709
decisive_17_4217d6b8e4a2,4e851ff3bd,threshold_near_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0653.wav,held_out_0135,0,yes,no,0.17767,abs_ratio_delta=0.00143000,paper_prep/pi_decisive_packet_20260709/media/decisive_17_4217d6b8e4a2.wav,dfd09d76815af12db86180fe748caac0b0a43784bc230bc798dc6ffb3c51f719,20260709
decisive_18_58bcda73b66c,aprime_0406,obvious_agreement_control_6,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0406_514e4242add9.flac,held_out_0031,0,no,no,1e-05,detector/judge agreement far from threshold,paper_prep/pi_decisive_packet_20260709/media/decisive_18_58bcda73b66c.flac,36eb67fc6cef98964d812e0c157580e0f62e0d7dd5bd0877b9c28331d74ab2fb,20260709
decisive_19_5aece195065b,aprime_0286,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0286_80661f10e747.flac,held_out_0204,1,yes,no,0.08756,ratio_histogram_quantile_13_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_19_5aece195065b.flac,63ee7fff0c95865a42b501c9789e21fdb1c50374f5248ac626e8a1fcf3fea847,20260709
decisive_20_915b8df08b53,aprime_0126,obvious_agreement_control_6,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0126_7179a77d9e62.flac,held_out_0001,1,no,no,0.00218,detector/judge agreement far from threshold,paper_prep/pi_decisive_packet_20260709/media/decisive_20_915b8df08b53.flac,e8a12099c8285a8bf24a28fb7867fe08ee453740a611cd17a617e5ed96030ced,20260709
decisive_21_61e688012e92,4d32bb0ea6,rare_basin_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0560.flac,held_out_0024,1,,no,,original rare-basin diagnostic,paper_prep/pi_decisive_packet_20260709/media/decisive_21_61e688012e92.flac,b957ec48ce55b99bf9ba9ba361bff372839700bd1f5c898c99ef6e521efe1a90,20260709
decisive_22_92b51bc2af21,aprime_0322,obvious_agreement_control_6,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0322_5ec92f2b4612.flac,held_out_0204,1,yes,yes,0.83372,detector/judge agreement far from threshold,paper_prep/pi_decisive_packet_20260709/media/decisive_22_92b51bc2af21.flac,60acb3289a79c023826c92bd2237655d12aebd7a64d1f13be24d18017b39754e,20260709
decisive_23_ac24af32778a,aprime_0152,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0152_1d7b000d7782.flac,held_out_0041,0,yes,no,0.06192,ratio_histogram_quantile_10_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_23_ac24af32778a.flac,63b28afed633e949a492bbd48cb19d173f8de57d872c78f2a6951ef3eb2fbc06,20260709
decisive_24_5b448e7609f2,aprime_0174,obvious_agreement_control_6,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0174_6844f5f64d42.flac,genreinstr_folk,0,yes,yes,0.6996,detector/judge agreement far from threshold,paper_prep/pi_decisive_packet_20260709/media/decisive_24_5b448e7609f2.flac,b26570fd30720553ac238833f5b631dca345fe328a01c31f44ada103eebe4880,20260709
decisive_25_4bcd77594bb5,aprime_0122,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0122_df552cbf5ad4.flac,held_out_0240,1,yes,no,0.00674,ratio_histogram_quantile_01_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_25_4bcd77594bb5.flac,7d9c4f4435fca3bfb5f4318a5d6c45a44b1011ffa6de1f073c872d3444224aff,20260709
decisive_26_b0bad4f5e44c,aprime_0290,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0290_e2125ff7be64.flac,held_out_0018,1,yes,no,0.12073,ratio_histogram_quantile_16_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_26_b0bad4f5e44c.flac,382bb6bc4870ed4fd4fbc9fc7a183fb0677e1a3df9716bb9cbf6e720dd1d2544,20260709
decisive_27_33595c7a116c,aprime_0259,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0259_927adae87c94.flac,held_out_0134,1,yes,no,0.03215,ratio_histogram_quantile_05_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_27_33595c7a116c.flac,d99db5b86e1b77b50f5a9bed593bfa35b17f18d39199492a3166e76edfd95951,20260709
decisive_28_aa1162750fbc,aprime_0171,obvious_agreement_control_6,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0171_a9bc6b9039e4.flac,held_out_0002,1,yes,yes,0.79003,detector/judge agreement far from threshold,paper_prep/pi_decisive_packet_20260709/media/decisive_28_aa1162750fbc.flac,3891786077e4c8603b90975f9c742c735467321bce8d982f0b92bd3d434867ce,20260709
decisive_29_47807785883b,aprime_0415,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0415_664a25fdece1.flac,held_out_0013,1,yes,no,0.07824,ratio_histogram_quantile_12_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_29_47807785883b.flac,73693b53a269a8abbb441df477395c9eda24241c5bcdff3452fb1caecd7fca03,20260709
decisive_30_691445ce4637,aprime_0332,failed_smoke_negative_4,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0332_2d40c0a2a223.flac,held_out_0080,0,yes,no,0.00662,bad negative label / ambiguous audio,paper_prep/pi_decisive_packet_20260709/media/decisive_30_691445ce4637.flac,c8b90147bfc652625dbe5ad4e7c5659ef5891be339aa6b9a3083d26b3adae10d,20260709
decisive_31_c3007809e1c6,aprime_0257,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0257_a0c34ae491b6.flac,held_out_0204,1,yes,no,0.0148,ratio_histogram_quantile_02_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_31_c3007809e1c6.flac,31c2d224637dd41ffe4fc7cece9aaab8a4fab832346d6496766624970a55d757,20260709
decisive_32_98b71b8decb6,aprime_0151,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0151_f139b502f869.flac,held_out_0117,0,yes,no,0.17206,ratio_histogram_quantile_20_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_32_98b71b8decb6.flac,aadaab5587fcdddffa8aede77cf74de760e35e3a57aecf0780fd1bcb0a2078a9,20260709
decisive_33_f89abdb85619,aprime_0351,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0351_3ff033ecd020.flac,held_out_0240,1,yes,no,0.04756,ratio_histogram_quantile_07_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_33_f89abdb85619.flac,3210211b5248325b63e7de2cd523749bf2f9b34d67fdafbfbf4e4c1f66ceaee9,20260709
decisive_34_312c23ae47f7,aprime_0209,failed_smoke_negative_4,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0209_99f9f4b0fa3f.flac,held_out_0153,0,yes,no,0.00021,bad negative label / ambiguous audio,paper_prep/pi_decisive_packet_20260709/media/decisive_34_312c23ae47f7.flac,a28b12caec0ec9d452a375252e9d064538dabdc4aaf18fcadfcb6216208c6f34,20260709
decisive_35_3ab3b787b59e,aprime_0274,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0274_0514ba111357.flac,held_out_0240,1,yes,no,0.05567,ratio_histogram_quantile_09_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_35_3ab3b787b59e.flac,8fcfdcaf1eaadede8867d62535b35842b4c394f3a6e8ff2da115c816748751cf,20260709
decisive_36_91578aa38188,aprime_0273,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0273_4c3c1507643f.flac,held_out_0004,1,yes,no,0.02741,ratio_histogram_quantile_04_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_36_91578aa38188.flac,2deaa740ddf34cb1db57da97818ef99ef54b1888425723a467982c55c66aad38,20260709
decisive_37_5fb94c546f40,aprime_0485,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0485_76fc3d543226.flac,held_out_0251,0,yes,no,0.10277,ratio_histogram_quantile_14_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_37_5fb94c546f40.flac,1cb5377ff955665798f7f03ea6e8a940cf18ba1c27281e82508e21d5788bb5b3,20260709
decisive_38_217a8f3c70ce,7748df8143,rare_basin_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0533.flac,held_out_0240,1,,no,,original rare-basin diagnostic,paper_prep/pi_decisive_packet_20260709/media/decisive_38_217a8f3c70ce.flac,429dddf8d18f4ed0c8c5d8ec8613cc17fd2d5d8324989b803548b6f0b01bff4d,20260709
decisive_39_42b8a906ac1a,aprime_0323,failed_smoke_negative_4,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0323_70e420c71e92.flac,genreinstr_electronic,0,yes,no,0.00097,bad negative label / ambiguous audio,paper_prep/pi_decisive_packet_20260709/media/decisive_39_42b8a906ac1a.flac,111df2b37d14fdcc0d514971dd1db3f1955d7b218058c36c27245fbc10cf765d,20260709
decisive_40_2fbec10d8a00,b15b6236be,rare_basin_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0572.flac,held_out_0240,1,,no,,original rare-basin diagnostic,paper_prep/pi_decisive_packet_20260709/media/decisive_40_2fbec10d8a00.flac,475a345ba1e4277e23c52b18864b3f96d4f07bfda19620ea5fc5828109732ee8,20260709
decisive_41_7a990e1f2d05,aprime_0206,judge_yes_demucs_no_20,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0206_f8acb98eb112.flac,held_out_0041,0,yes,no,0.15682,ratio_histogram_quantile_19_of_20,paper_prep/pi_decisive_packet_20260709/media/decisive_41_7a990e1f2d05.flac,7f01f557f8ead8130a9e63e3d3d7998ca01fb384c4dc4a325698988f485989ef,20260709
decisive_42_1108911c47cd,cb1a090c71,threshold_near_6,paper_prep/validation_A_prime/human_package/media/aprime_human_0766.wav,dev_0016,0,no,yes,0.1796,abs_ratio_delta=0.00050000,paper_prep/pi_decisive_packet_20260709/media/decisive_42_1108911c47cd.wav,1c685f428107106ca2d4e5fb9db9dd8a67f30ffc567bae7bcddb9daf461bfc4e,20260709
