pair_id,row_index,baseline_row_index,prompt_id,seed_idx,seed,original_prompt,intervention_prompt,baseline_audio_path,intervention_audio_path,baseline_ratio,intervention_ratio,baseline_present,intervention_present,steps,cfg_scale,duration_s_requested,baseline_clap_original_prompt,baseline_duration_s,baseline_sample_rate,baseline_rms,baseline_loudness_dbfs,baseline_peak,baseline_near_silent,baseline_spectral_centroid_hz,baseline_spectral_flatness,baseline_prompt_diversity,intervention_clap_original_prompt,intervention_duration_s,intervention_sample_rate,intervention_rms,intervention_loudness_dbfs,intervention_peak,intervention_near_silent,intervention_spectral_centroid_hz,intervention_spectral_flatness,intervention_prompt_diversity,delta_clap_original_prompt,delta_loudness_dbfs,delta_spectral_centroid_hz,delta_prompt_diversity,delta_present
sa3pair_010,10,42,held_out_0204,2,2026071302,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s02_2026071302.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s02_2026071302.wav,2.08001612139263e-06,0.10098774915170249,0,0,4,1.0,8.0,0.4457527995109558,8.0,44100,0.17917971252722967,-14.934223290380917,0.9990234375,False,3285.138313799971,0.24132807890715258,0.08348795345851356,0.4212706983089447,8.0,44100,0.1904061606246845,-14.406380081003416,0.9013671875,False,2904.5034770728676,0.18484451003147037,0.14590534142085487,-0.02448210120201111,0.527843209377501,-380.63483672710345,0.06241738796234131,0
sa3pair_011,11,43,held_out_0204,3,2026071303,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s03_2026071303.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s03_2026071303.wav,2.2339622941382874e-06,0.06592251004477656,0,0,4,1.0,8.0,0.4623829126358032,8.0,44100,0.16337561413228166,-15.736255337729466,0.99072265625,False,3338.602512960642,0.24985221440773359,0.08348795345851356,0.4515385627746582,8.0,44100,0.18330451032227685,-14.73653697637188,0.96923828125,False,3292.2268755834807,0.2232985252006839,0.14590534142085487,-0.01084434986114502,0.9997183613575853,-46.37563737716118,0.06241738796234131,0
sa3pair_012,12,44,held_out_0204,4,2026071304,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s04_2026071304.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s04_2026071304.wav,1.9369060132132568e-06,0.07257100528178298,0,0,4,1.0,8.0,0.45825743675231934,8.0,44100,0.17151945432852608,-15.313732272965584,1.0,False,3262.790663639835,0.24673541596723755,0.08348795345851356,0.4072544574737549,8.0,44100,0.19503075333790032,-14.197938034095587,1.0,False,3286.5611857834124,0.223475870616631,0.14590534142085487,-0.05100297927856445,1.1157942388699968,23.770522143577182,0.06241738796234131,0
sa3pair_013,13,45,held_out_0204,5,2026071305,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s05_2026071305.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s05_2026071305.wav,0.0003392722890470512,0.18485600927462878,0,1,4,1.0,8.0,0.43287402391433716,8.0,44100,0.18462894413560513,-14.674004279310594,1.0,False,3507.0338653441418,0.2580244336182248,0.08348795345851356,0.36080488562583923,8.0,44100,0.1825503854641598,-14.77234491358052,0.9970703125,False,3050.0958241975172,0.2122261331285297,0.14590534142085487,-0.07206913828849792,-0.09834063426992579,-456.9380411466245,0.06241738796234131,1
sa3pair_014,14,46,held_out_0204,6,2026071306,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s06_2026071306.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s06_2026071306.wav,1.5833282556339913e-06,0.025019712697687924,0,0,4,1.0,8.0,0.4163445830345154,8.0,44100,0.16624357246718602,-15.585102739564334,1.0,False,3189.8869687316605,0.2229796906026863,0.08348795345851356,0.4208020865917206,8.0,44100,0.18247861110124688,-14.775760665255067,1.0,False,3021.709297649806,0.2021846057274957,0.14590534142085487,0.0044575035572052,0.8093420743092672,-168.17767108185444,0.06241738796234131,0
sa3pair_015,15,47,held_out_0204,7,2026071307,"A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A thrash-paced metal piece energetic around 135 bpm, featuring down-tuned bass walking under a half-time groove, with a multi-section arc, with a half-time breakdown at 2:00, in English. Lyrics: we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0204/sa3_held_out_0204_s07_2026071307.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0204/sa3_vocal_boost_held_out_0204_s07_2026071307.wav,1.0108814577345219e-06,0.12817926001325966,0,0,4,1.0,8.0,0.4192718267440796,8.0,44100,0.15567330755290834,-16.155716942762794,1.0,False,3373.8148693770177,0.23158288965386084,0.08348795345851356,0.37390226125717163,8.0,44100,0.1794020016375836,-14.923454314432982,0.9482421875,False,2791.359297285907,0.16985500777249593,0.14590534142085487,-0.04536956548690796,1.2322626283298117,-582.4555720911108,0.06241738796234131,0
sa3pair_016,16,56,held_out_0021,0,2026071500,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s00_2026071500.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s00_2026071500.wav,0.009885645060263201,0.9994998687412521,0,1,4,1.0,8.0,0.4552527964115143,8.0,44100,0.1459240404766633,-16.71746307422419,0.7138671875,False,3614.154792195635,0.2678883654754998,0.3561271099107606,0.32050061225891113,8.0,44100,0.10974435287984205,-19.192356360436037,0.6787109375,False,2792.5072420460233,0.14736573118710364,0.17367208642618992,-0.13475218415260315,-2.474893286211845,-821.6475501496116,-0.18245502348457066,1
sa3pair_017,17,57,held_out_0021,1,2026071501,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s01_2026071501.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s01_2026071501.wav,1.4494107815411864e-06,0.9983869778540551,0,1,4,1.0,8.0,0.4651503562927246,8.0,44100,0.08333221527086491,-21.583741458140786,0.4315185546875,False,4204.435367685922,0.24825826529676046,0.3561271099107606,0.23037609457969666,8.0,44100,0.09676985233252734,-20.285198433357806,0.51904296875,False,1675.7579834583014,0.09107481503575102,0.17367208642618992,-0.23477426171302795,1.2985430247829797,-2528.6773842276207,-0.18245502348457066,1
sa3pair_018,18,58,held_out_0021,2,2026071502,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s02_2026071502.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s02_2026071502.wav,0.2760902893682474,0.9971081914584553,1,1,4,1.0,8.0,0.48050281405448914,8.0,44100,0.11834777261349631,-18.536798227578505,0.58056640625,False,2973.067904221945,0.1704556075219302,0.3561271099107606,0.23605524003505707,8.0,44100,0.1357069662875773,-17.34795715990763,0.709228515625,False,1718.5183162845906,0.0812668420345806,0.17367208642618992,-0.24444757401943207,1.1888410676708752,-1254.5495879373543,-0.18245502348457066,0
sa3pair_019,19,59,held_out_0021,3,2026071503,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s03_2026071503.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s03_2026071503.wav,1.9770635506093485e-06,0.9973418322400996,0,1,4,1.0,8.0,0.4838022291660309,8.0,44100,0.16941206775433384,-15.421113134835078,0.99169921875,False,3395.214788635108,0.2609069394760218,0.3561271099107606,0.33627623319625854,8.0,44100,0.13741847871621699,-17.239097272038055,1.0,False,2284.341799972644,0.13975574560694606,0.17367208642618992,-0.14752599596977234,-1.817984137202977,-1110.8729886624642,-0.18245502348457066,1
sa3pair_020,20,60,held_out_0021,4,2026071504,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s04_2026071504.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s04_2026071504.wav,0.9998936309213584,0.9998451026663524,1,1,4,1.0,8.0,0.26307621598243713,8.0,44100,0.08251419756498243,-21.669426388119795,0.607421875,False,1372.9719706413528,0.04597545494649574,0.3561271099107606,0.24169963598251343,8.0,44100,0.11077529966990247,-19.111141328782526,0.789306640625,False,1487.980680450235,0.06172556778098158,0.17367208642618992,-0.021376579999923706,2.558285059337269,115.00870980888226,-0.18245502348457066,0
sa3pair_021,21,61,held_out_0021,5,2026071505,Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path,"Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. Progressive metal mood. Around 130 bpm. Lyrics: I baked the same bread / for a week / we played that record so many times / the needle wore a path The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0021/sa3_held_out_0021_s05_2026071505.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0021/sa3_vocal_boost_held_out_0021_s05_2026071505.wav,2.7098768248578143e-06,0.9988502443707907,0,1,4,1.0,8.0,0.46753567457199097,8.0,44100,0.1409107557828341,-17.02111711455491,0.74462890625,False,3657.348886226472,0.2515134756638147,0.3561271099107606,0.2544463574886322,8.0,44100,0.13630273042958913,-17.30990888497541,0.75390625,False,2848.6633886121867,0.15116022005886365,0.17367208642618992,-0.21308931708335876,-0.28879177042049875,-808.6854976142854,-0.18245502348457066,1
