rating_id,clip_id,clip_path,media_sha256,true_label,rating_source,gold_source,judge_role,calibration_stratum,inclusion_probability,topup_order
t7_7c431c2bcaeeb0c43527,t7_t7_7c431c2bcaeeb0c43527,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0231/candidate_02_seed2026539702.wav,222fc6d3376039e8330b33fffcc6c63f119f6ab1d723ab58be7e65848cf9d249,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,11
t7_c75a4810ad7d428e9267,t7_t7_c75a4810ad7d428e9267,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0028/candidate_01_seed2026080701.wav,cb43f344748d31ea846dc48e4f3fb58a4dcd63eb6c9eade6b17cc1bb7921dcc6,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,12
t7_e5acf9d669aab1ba1868,t7_t7_e5acf9d669aab1ba1868,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0022/candidate_02_seed2026074702.wav,d777ccc3170ab1354f343966e3badd67a468047b2e21e3cecf796901b1cfe36a,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,13
t7_f772d6c89c4618dd0d0d,t7_t7_f772d6c89c4618dd0d0d,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0223/candidate_04_seed2026275704.wav,e4a999f3b46e84697f3d9b688e7b4eed4dcd1d4caebb1b5627e6bacc4afb330e,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,14
t7_ac88a7bef972454115c3,t7_t7_ac88a7bef972454115c3,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0160/candidate_05_seed2026212705.wav,39e69e1a17f4241f23f4432bc9d4339100065748cc7d29337da9ea89d3e01dd9,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,15
t7_a6db0494caede4185ab2,t7_t7_a6db0494caede4185ab2,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0241/candidate_05_seed2026549705.wav,559c7303148adf034517f68078fd585bb6efa5e2105652d42f35a75ed8cff523,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,16
t7_0993158670e49773f1ce,t7_t7_0993158670e49773f1ce,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0045/candidate_02_seed2026097702.wav,6e52808fb8894ba3f5735b6c91b57d772c92f12cbf4da2333bed10e58ccf2723,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,17
t7_414f684a5f42a44c42e0,t7_t7_414f684a5f42a44c42e0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0088/candidate_01_seed2026140701.wav,e434033ee51bac6ea7ffb88b4c23cd6cea7d034a613b4d9af2e5dac87780e023,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,18
t7_579e822d29b0065c1029,t7_t7_579e822d29b0065c1029,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0074/candidate_04_seed2026382704.wav,24cae6a851513f1f34b492ae172f675f3526a5493b855b58ff333a4e3a5100c1,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,19
t7_cfd9ccdb34553959e28e,t7_t7_cfd9ccdb34553959e28e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0222/candidate_03_seed2026530703.wav,02becd50210572f69c191af268d09259ee2e6e420608d9c7833491998192ffcd,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,20
t7_56d6000d833332fdd163,t7_t7_56d6000d833332fdd163,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0028/candidate_05_seed2026336705.wav,284459f4b3f9aaae1f5d912c55cfbd00bdbdc619cb2a589cbee9d692a645d4b8,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,21
t7_60640f0013d92a28ac54,t7_t7_60640f0013d92a28ac54,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0132/candidate_02_seed2026440702.wav,3facbd861f7fd081cf1b9f905e45cd1da474103a09840131cbecafc1d5ae517b,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,22
t7_8c60ee1951be347d2c95,t7_t7_8c60ee1951be347d2c95,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0061/candidate_07_seed2026369707.wav,bb0592c8aaca47bf8d9f7d01e80ddfb438cd7a0cab5b6e7bf9f1f1fa9cf7e649,no,pi:Richard,t7_count_only_negative_topup,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,23
