task_id,source_spine_row,record_id,prompt_id,prompt_source,prompt_serialized_sha256,candidate_index,candidate_seed,candidate_uid,vocal_stratum,requested_vocal,generation_role,source_audio_path,target_audio_path,generation_output_path,historical_old_ratio,historical_old_near_silent,historical_old_present_0p1791,historical_old_ledger,cfg_scale,steps,cfg_type,guidance_interval,dtype
dev_0001__cand07,16,f914573d4e1be38c6313f01f,dev_0001,configs/prompts/dev.jsonl,26fdcd4405253d4669c045cec6abcbe3f95e4c4619745057ba2d55a1fe44a750,7,2026053707,dev_0001__cand07,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0001/candidate_07_seed2026053707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0001/candidate_07_seed2026053707.wav,0.0,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand00,17,b91ad25aa8bbf0b2874a8a7d,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,0,2026054700,dev_0002__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_00_seed2026054700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_00_seed2026054700.wav,0.17955,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand01,18,5271d95da6e1a6bc1c42238a,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,1,2026054701,dev_0002__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_01_seed2026054701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_01_seed2026054701.wav,0.32549,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand02,19,6efa645cdf63646693690525,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,2,2026054702,dev_0002__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_02_seed2026054702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_02_seed2026054702.wav,0.68227,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand03,20,2dfc3641d8536a1df72d85cc,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,3,2026054703,dev_0002__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_03_seed2026054703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_03_seed2026054703.wav,0.27225,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand04,21,2fb05e027bb75c76c05a12a9,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,4,2026054704,dev_0002__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_04_seed2026054704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_04_seed2026054704.wav,0.38669,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand05,22,338dda2125f698ca5de91c03,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,5,2026054705,dev_0002__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_05_seed2026054705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_05_seed2026054705.wav,0.61131,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand06,23,0e85f2fd52f06d26207e8fcb,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,6,2026054706,dev_0002__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_06_seed2026054706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_06_seed2026054706.wav,0.1046,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0002__cand07,24,caa32c575eaf60e9459f64ad,dev_0002,configs/prompts/dev.jsonl,02a34a5587c16fab29e8836ae43cbe10672f3cb846c27442ba2aae4dacfd1f85,7,2026054707,dev_0002__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_07_seed2026054707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0002/candidate_07_seed2026054707.wav,0.49299,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand00,25,acf880516faab6386b15d66c,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,0,2026055700,dev_0003__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_00_seed2026055700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_00_seed2026055700.wav,0.44693,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand01,26,d1db9935b6cca1383d085d02,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,1,2026055701,dev_0003__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_01_seed2026055701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_01_seed2026055701.wav,0.62303,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand02,27,ee5d5fe81e897dd1cdf404e4,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,2,2026055702,dev_0003__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_02_seed2026055702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_02_seed2026055702.wav,0.15085,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand03,28,554862f62df8873f1fd7f7ae,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,3,2026055703,dev_0003__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_03_seed2026055703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_03_seed2026055703.wav,0.41966,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand04,29,7219df5e05d9604869bee930,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,4,2026055704,dev_0003__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_04_seed2026055704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_04_seed2026055704.wav,0.22536,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand05,30,a1b92a984e57b2ac2838d5d7,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,5,2026055705,dev_0003__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_05_seed2026055705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_05_seed2026055705.wav,0.51048,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand06,31,ea49c684190e05cb4380ac98,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,6,2026055706,dev_0003__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_06_seed2026055706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_06_seed2026055706.wav,0.17336,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0003__cand07,32,dd9423f2af9532c647211a5c,dev_0003,configs/prompts/dev.jsonl,a1b69285065d9a3c60c092373f55bba7b13887a719522451d8a162842dad7560,7,2026055707,dev_0003__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_07_seed2026055707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0003/candidate_07_seed2026055707.wav,0.23101,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand00,33,9fccd17562771a7c884fca39,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,0,2026056700,dev_0004__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_00_seed2026056700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_00_seed2026056700.wav,0.14957,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand01,34,91d15609808beb73eac6bdf0,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,1,2026056701,dev_0004__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_01_seed2026056701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_01_seed2026056701.wav,0.28025,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand02,35,1c6ea4da5e49e8abe1f58070,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,2,2026056702,dev_0004__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_02_seed2026056702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_02_seed2026056702.wav,0.09031,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand03,36,5dbb136e75bf6d4241b8f2a3,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,3,2026056703,dev_0004__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_03_seed2026056703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_03_seed2026056703.wav,0.16186,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand04,37,774b1ecadcf7d3e00b3bbb04,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,4,2026056704,dev_0004__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_04_seed2026056704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_04_seed2026056704.wav,0.12554,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand05,38,c22121e27d0400105f7349da,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,5,2026056705,dev_0004__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_05_seed2026056705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_05_seed2026056705.wav,0.32374,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand06,39,a63d23a3eb0257618ed733e2,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,6,2026056706,dev_0004__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_06_seed2026056706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_06_seed2026056706.wav,0.03999,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0004__cand07,40,a9ad99077a3e79fa98d4ca4b,dev_0004,configs/prompts/dev.jsonl,98bd6358cda30b0d7d63f3a946945c84b69556d53f477f47ded19d12c3f85783,7,2026056707,dev_0004__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_07_seed2026056707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0004/candidate_07_seed2026056707.wav,0.41598,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand00,41,88ed92bcdfa5922e6b5546a7,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,0,2026057700,dev_0005__cand00,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_00_seed2026057700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_00_seed2026057700.wav,0.0,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand01,42,b2e27992cc23c95ec2f71b14,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,1,2026057701,dev_0005__cand01,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_01_seed2026057701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_01_seed2026057701.wav,0.01508,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand02,43,2c0c8a82507a6403621e34e6,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,2,2026057702,dev_0005__cand02,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_02_seed2026057702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_02_seed2026057702.wav,0.10824,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand03,44,82c038b4782752554473bbf6,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,3,2026057703,dev_0005__cand03,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_03_seed2026057703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_03_seed2026057703.wav,0.59399,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand04,45,917e88c7a5a37cad7ffa7a76,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,4,2026057704,dev_0005__cand04,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_04_seed2026057704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_04_seed2026057704.wav,0.18417,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0005__cand05,46,19945e10fafb10755ea0a11c,dev_0005,configs/prompts/dev.jsonl,052cb3a29b019efa9cf9ff5606acee60cd0369594b61c18eb85c82a1e5b84dac,5,2026057705,dev_0005__cand05,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_05_seed2026057705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0005/candidate_05_seed2026057705.wav,0.5848,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
