rating_id,canonical_clip_id,record_id,prompt_id,media_path,media_sha256,request_mode,requested_vocal,demucs_score,panns_score,promoted_present,score_to_threshold_ratio,source_family,eligibility_rule,inclusion_probability,selection_seed,reveal_sequence,nonce_sha256,rating_source_required,topup_order
t7_d98caee6d45cb6b5e8e2,held_out_0131__cand06,af0801ea746b22f90fe9138b,held_out_0131,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0131/candidate_06_seed2026439706.wav,00d5375069b575aa510da5cbeb85bedd1ef74215a0f760d19512df7b0643fde9,instrumental,0,2.2003951016813517e-06,0.01514388620853424,0,0.34391241491825497,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,11,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,1
t7_2c020b49d191d6ab3ea0,dev_0015__cand02,97c6a2941bfa8936f171c9d8,dev_0015,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0015/candidate_02_seed2026067702.wav,2b589c541e4c5ced4acbc3fd06e849c8ce240b73c4ee410fa7078e06979dee13,instrumental,0,0.00012970887473784387,0.021676335483789444,0,0.4922620772604066,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,12,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,32
t7_480df9a366dc09d2ebd1,dev_0242__cand07,d04755cf99884c0c53c18618,dev_0242,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0242/candidate_07_seed2026294707.wav,677c5f28ee86b839705dfa43ace507372ae93209f5bd45bbe70ae0f08c3fab9e,instrumental,0,1.8624143649503822e-06,0.021245239302515984,0,0.48247203217407714,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,13,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,8
t7_a6db0494caede4185ab2,held_out_0241__cand05,9059bf663577bbfec688cf6c,held_out_0241,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0241/candidate_05_seed2026549705.wav,559c7303148adf034517f68078fd585bb6efa5e2105652d42f35a75ed8cff523,instrumental,0,5.7717854360817e-05,0.018222136422991753,0,0.41381841199185454,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,14,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,16
t7_389589194b362ba9a9a6,dev_0103__cand07,a47fa27889811d1a69eb0679,dev_0103,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0103/candidate_07_seed2026155707.wav,6a90cab7fc4c5b63864f60f379baf129fa9ca39dc6dd61cfaf23a1698cb8a673,instrumental,0,0.0002938884135801345,0.011619229800999165,0,0.26386868768862376,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,15,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,10
t7_331a4c74bc8e534c17c2,dev_0189__cand07,1e7e2a1eb4e57f53d9cf1963,dev_0189,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0189/candidate_07_seed2026241707.wav,de85e816d8414abc23d4618d8fefc81e5aa09ffd27dacb93835385f12bc7ce82,instrumental,0,3.6238247957953718e-06,0.021608803421258926,0,0.49072844749130595,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,16,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,6
t7_636036ccdd4435ab37e7,dev_0030__cand04,4cbdcc812bab07575e44b9dd,dev_0030,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0030/candidate_04_seed2026082704.wav,183b1eaa12ae0756cf512d45cc28982657da5e79c850527efaa5c887b96d2732,instrumental,0,5.012987912778044e-06,0.01967926137149334,0,0.44690921530193317,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,17,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,28
t7_414f684a5f42a44c42e0,dev_0088__cand01,13626675070c03a42a5a8e40,dev_0088,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0088/candidate_01_seed2026140701.wav,e434033ee51bac6ea7ffb88b4c23cd6cea7d034a613b4d9af2e5dac87780e023,instrumental,0,0.004124372266232967,0.017630262300372124,0,0.40037715549832453,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,18,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,18
t7_7c431c2bcaeeb0c43527,held_out_0231__cand02,e9c54f8c80d9b12e69691f31,held_out_0231,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0231/candidate_02_seed2026539702.wav,222fc6d3376039e8330b33fffcc6c63f119f6ab1d723ab58be7e65848cf9d249,instrumental,0,1.4766773119845311e-06,0.011476951651275158,0,0.2606376001468995,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,19,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,11
t7_ac88a7bef972454115c3,dev_0160__cand05,46983aaf1331486fba0944a0,dev_0160,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0160/candidate_05_seed2026212705.wav,39e69e1a17f4241f23f4432bc9d4339100065748cc7d29337da9ea89d3e01dd9,instrumental,0,2.983851345561561e-06,0.015478558838367462,0,0.3515127145208843,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,20,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,15
t7_7f78e2412a4887606a58,dev_0005__cand00,88ed92bcdfa5922e6b5546a7,dev_0005,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0005/candidate_00_seed2026057700.wav,30779da68ed0c8ef4a2d8fd19fcdb4cafba30834e0af3569fc4b47e85438c614,instrumental,0,1.672914731898345e-05,0.012151273898780346,0,0.2759512250235791,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,21,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,35
t7_01aeb27e9c16a7615903,dev_0019__cand05,ffd89d7c9f3d8ec2010d5561,dev_0019,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0019/candidate_05_seed2026071705.wav,262f560eacca5d82b2ce358e9be7f86692dc17630038cb6721ce07ec26cc202a,instrumental,0,0.00019076548051089048,0.014410198666155338,0,0.32725062473966976,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,22,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,31
t7_60640f0013d92a28ac54,held_out_0132__cand02,23fc4d49bea7947435530bfc,held_out_0132,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0132/candidate_02_seed2026440702.wav,3facbd861f7fd081cf1b9f905e45cd1da474103a09840131cbecafc1d5ae517b,instrumental,0,2.6320237793697743e-06,0.018006213009357452,0,0.40891486599330384,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,23,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,22
t7_8c60ee1951be347d2c95,held_out_0061__cand07,860bf3228166ac672747a572,held_out_0061,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0061/candidate_07_seed2026369707.wav,bb0592c8aaca47bf8d9f7d01e80ddfb438cd7a0cab5b6e7bf9f1f1fa9cf7e649,instrumental,0,3.1886777378531406e-06,0.018625754863023758,0,0.4229844470838721,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,24,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,23
t7_579e822d29b0065c1029,held_out_0074__cand04,b7184b9ee2ad8534a5e0dbe9,held_out_0074,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0074/candidate_04_seed2026382704.wav,24cae6a851513f1f34b492ae172f675f3526a5493b855b58ff333a4e3a5100c1,instrumental,0,1.909543698275229e-06,0.013844039291143417,0,0.31439334126515234,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,25,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,19
t7_0fb0d5481f981069734a,held_out_0000__cand03,c8ea5474378c6a8cc6649350,held_out_0000,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0000/candidate_03_seed2026308703.wav,3d74bfba63efda9475d20ed70103fddc2bb00f768cb6f998ad690643dfd23e17,instrumental,0,2.149346073565539e-06,0.015376441180706024,0,0.3491936578554724,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,26,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,9
t7_c75a4810ad7d428e9267,dev_0028__cand01,f24f3e4525ccd0be6aec3dd3,dev_0028,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0028/candidate_01_seed2026080701.wav,cb43f344748d31ea846dc48e4f3fb58a4dcd63eb6c9eade6b17cc1bb7921dcc6,instrumental,0,1.7532195215608226e-06,0.01594485528767109,0,0.36210214551234576,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,27,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,12
t7_fa639cbdf5cd7126d8ab,dev_0095__cand07,80ffaa9d2fc96544cf60a705,dev_0095,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0095/candidate_07_seed2026147707.wav,4326dc970c2f879eed67e8a7e4828707ec6dad633ec54a5ce15cdb76813b6e94,instrumental,0,1.533926706542843e-06,0.01420745812356472,0,0.3226464571802963,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,28,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,40
t7_a476c9c582267a2fbf95,dev_0243__cand04,24143e1da900e51f88a9304b,dev_0243,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0243/candidate_04_seed2026295704.wav,7219948782e2b62ea2f79c8265f5f2918c19179e4bc0670055b5d9de64245cd8,instrumental,0,0.008708604611456394,0.01479419693350792,0,0.33597109250013335,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,29,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,30
t7_02ab46be2c7d15080e0a,held_out_0235__cand06,1e86e6a6f987025c85d88518,held_out_0235,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0235/candidate_06_seed2026543706.wav,f1c84bfc7c5dc80aea2d47a1ba7b623747166d243126996258abbfbee1c34f7b,instrumental,0,2.3600348413310712e-06,0.01311280857771635,0,0.2977873448218232,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,30,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,26
t7_d31924a2a7f4171c3052,dev_0144__cand03,af29a54ec35e140427f551c8,dev_0144,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0144/candidate_03_seed2026196703.wav,66d7358018cf15c3ddb7ea622e75b37306586ae5ca837735bc87d9964a1e6fc4,instrumental,0,3.5152709187968867e-06,0.010634450241923332,0,0.24150468470681027,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,31,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,25
t7_56d6000d833332fdd163,held_out_0028__cand05,7cdbd47f36757a687aee3a52,held_out_0028,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0028/candidate_05_seed2026336705.wav,284459f4b3f9aaae1f5d912c55cfbd00bdbdc619cb2a589cbee9d692a645d4b8,instrumental,0,3.219853533664718e-05,0.018970461562275887,0,0.43081261693049266,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,32,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,21
t7_d26301f8f460ae05bbe5,dev_0078__cand06,c8a31ebfb7b9c54f888dcff4,dev_0078,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0078/candidate_06_seed2026130706.wav,9b18d3e0987d6f40a1c82f6c5a0181c128c6f853e129a301cbe9100cbbbd5696,instrumental,0,0.0006799690308980644,0.011204715818166733,0,0.2544552185902526,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,33,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,33
t7_f772d6c89c4618dd0d0d,dev_0223__cand04,17fb53f7b771ef53f714fe4c,dev_0223,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0223/candidate_04_seed2026275704.wav,e4a999f3b46e84697f3d9b688e7b4eed4dcd1d4caebb1b5627e6bacc4afb330e,instrumental,0,3.408372140256688e-05,0.011485702358186245,0,0.26083632567247417,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,34,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,14
t7_630d667e83c98c758ba0,dev_0212__cand03,9f52db0151cd4d46c13a4e52,dev_0212,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0212/candidate_03_seed2026264703.wav,0f5736767ec4f18306ecbc3d2dce0b6b4ad5cf40a39a1877011a0a9be00859ca,instrumental,0,3.226621265639551e-05,0.01043426338583231,0,0.23695851048408278,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,35,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,39
t7_2d90305ed364b471bfaf,held_out_0114__cand05,da062c1fcfca9b9f8f2332e0,held_out_0114,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0114/candidate_05_seed2026422705.wav,b86f36affacba1a22b0bdef9c44efa6fbc096be27a8f3a9cb94d69d743abe5e5,instrumental,0,1.9582903405535035e-06,0.014125274494290352,0,0.32078009540094227,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,36,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,7
t7_55a63731c01c6badd477,held_out_0116__cand07,800d661f62b7361d028f146c,held_out_0116,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0116/candidate_07_seed2026424707.wav,435429b10f67dad523443c979f7cab5054ab5a1c670f848cd09ffbb4e7dcd107,instrumental,0,1.3447192941384856e-06,0.01135803572833538,0,0.25793706069042865,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,37,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,27
t7_5620399ecf19f40c61b6,held_out_0076__cand03,06515cec5bf9e622160fc574,held_out_0076,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0076/candidate_03_seed2026384703.wav,ce9c8c63dba56f1cb641d48f0e9636701d2f9f6135b6ac743c19654b2707f098,instrumental,0,1.9417623207118595e-06,0.013459249399602413,0,0.3056548959933288,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,38,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,34
t7_4e3fa7896a911655bd2e,held_out_0060__cand07,831c9b86cc91bcd66b6220e2,held_out_0060,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0060/candidate_07_seed2026368707.wav,77aabc3695e72b526cf8baa6a68872d21b0b30e3be700b412199e301bc05547e,instrumental,0,6.274060524447123e-06,0.01826457493007183,0,0.4147821758008569,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,39,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,29
t7_cfd9ccdb34553959e28e,held_out_0222__cand03,d102285774e37dfb600e3342,held_out_0222,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0222/candidate_03_seed2026530703.wav,02becd50210572f69c191af268d09259ee2e6e420608d9c7833491998192ffcd,instrumental,0,4.087989054823993e-06,0.010621954686939716,0,0.24122091497749618,spine,instrumental_and_promoted_OR_score_ratio_below_0p5,0.2684563758389262,20260713,40,b222a93d8bf8473e6d0a7a9f398e848c6c8b162adcc903240667c168b1763f6f,pi:Richard,20
