source_path,corpus,source_family,prompt_id,condition,arm,rep,attempt,seed,requested_vocal,present,type_correct,ledger_path,size_bytes,prompt_text,prompt_lyrics_present,prompt_duration_target,prompt_vocal_stratum
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0005/a6_r1_t01_seed2026323101.flac,PH2_ONLINE,online_run,held_out_0005,arm6,6,1,1,2026323101,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w5.jsonl,7899344,"A lonesome folk tune blistering 180 bpm, featuring banjo and fiddle, sometimes a bowed bass, in 32-bar AABA form, (instrumental piece, no lyrics, no vocal stem).",0,37.5,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0006/a1_r0_t02_seed2026324002.flac,PH2_ONLINE,online_run,held_out_0006,arm1,1,0,2,2026324002,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w6.jsonl,9464317,"A sun-soaked pop tune a slow, featuring warm bass groove with strummed acoustic guitar. Lyrics in English.",1,40.8,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0006/a1_r1_t02_seed2026324102.flac,PH2_ONLINE,online_run,held_out_0006,arm1,1,1,2,2026324102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w6.jsonl,7528666,"A sun-soaked pop tune a slow, featuring warm bass groove with strummed acoustic guitar. Lyrics in English.",1,40.8,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0006/a6_r0_t02_seed2026324002.flac,PH2_ONLINE,online_run,held_out_0006,arm6,6,0,2,2026324002,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w6.jsonl,9464317,"A sun-soaked pop tune a slow, featuring warm bass groove with strummed acoustic guitar. Lyrics in English.",1,40.8,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0006/a6_r1_t02_seed2026324102.flac,PH2_ONLINE,online_run,held_out_0006,arm6,6,1,2,2026324102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w6.jsonl,7528666,"A sun-soaked pop tune a slow, featuring warm bass groove with strummed acoustic guitar. Lyrics in English.",1,40.8,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0007/a1_r0_t00_seed2026325000.flac,PH2_ONLINE,online_run,held_out_0007,arm1,1,0,0,2026325000,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w7.jsonl,6266574,"Let's do a pop track — shimmering, steady.",1,33.9,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0007/a1_r1_t02_seed2026325102.flac,PH2_ONLINE,online_run,held_out_0007,arm1,1,1,2,2026325102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w7.jsonl,7361456,"Let's do a pop track — shimmering, steady.",1,33.9,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0007/a6_r0_t00_seed2026325000.flac,PH2_ONLINE,online_run,held_out_0007,arm6,6,0,0,2026325000,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w7.jsonl,6266574,"Let's do a pop track — shimmering, steady.",1,33.9,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0007/a6_r1_t02_seed2026325102.flac,PH2_ONLINE,online_run,held_out_0007,arm6,6,1,2,2026325102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w7.jsonl,7361456,"Let's do a pop track — shimmering, steady.",1,33.9,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a1_r0_t03_seed2026326003.flac,PH2_ONLINE,online_run,held_out_0008,arm1,1,0,3,2026326003,1,0,0,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13987489,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a1_r1_t01_seed2026326101.flac,PH2_ONLINE,online_run,held_out_0008,arm1,1,1,1,2026326101,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14625251,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a1_r1_t03_seed2026326103.flac,PH2_ONLINE,online_run,held_out_0008,arm1,1,1,3,2026326103,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13941204,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r0_t03_seed2026326003.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,0,3,2026326003,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14024190,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r0_t05_seed2026326005.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,0,5,2026326005,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13001267,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r0_t06_seed2026326006.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,0,6,2026326006,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14499141,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r0_t07_seed2026326007.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,0,7,2026326007,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13985930,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r1_t01_seed2026326101.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,1,1,2026326101,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14625251,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r1_t03_seed2026326103.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,1,3,2026326103,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13835314,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r1_t04_seed2026326104.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,1,4,2026326104,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14159635,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r1_t06_seed2026326106.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,1,6,2026326106,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13882203,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r2_t02_seed2026326202.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,2,2,2026326202,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14691167,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r2_t04_seed2026326204.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,2,4,2026326204,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,14065914,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0008/a6_r2_t05_seed2026326205.flac,PH2_ONLINE,online_run,held_out_0008,arm6,6,2,5,2026326205,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w8.jsonl,13822559,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English.",1,64.4,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0009/a1_r0_t04_seed2026327004.flac,PH2_ONLINE,online_run,held_out_0009,arm1,1,0,4,2026327004,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w9.jsonl,9202416,"A pastoral classical song at a brisk 145 bpm, featuring string quartet, with a melodic viola counter-line, in alternating-section form, with a contrasting middle section in the relative minor, (no vocals; the lead is the instrument named below).",0,44.0,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0009/a1_r1_t03_seed2026327103.flac,PH2_ONLINE,online_run,held_out_0009,arm1,1,1,3,2026327103,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w9.jsonl,8256879,"A pastoral classical song at a brisk 145 bpm, featuring string quartet, with a melodic viola counter-line, in alternating-section form, with a contrasting middle section in the relative minor, (no vocals; the lead is the instrument named below).",0,44.0,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0009/a6_r0_t04_seed2026327004.flac,PH2_ONLINE,online_run,held_out_0009,arm6,6,0,4,2026327004,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w9.jsonl,9202416,"A pastoral classical song at a brisk 145 bpm, featuring string quartet, with a melodic viola counter-line, in alternating-section form, with a contrasting middle section in the relative minor, (no vocals; the lead is the instrument named below).",0,44.0,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0009/a6_r1_t03_seed2026327103.flac,PH2_ONLINE,online_run,held_out_0009,arm6,6,1,3,2026327103,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w9.jsonl,8256879,"A pastoral classical song at a brisk 145 bpm, featuring string quartet, with a melodic viola counter-line, in alternating-section form, with a contrasting middle section in the relative minor, (no vocals; the lead is the instrument named below).",0,44.0,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0010/a1_r0_t04_seed2026328004.flac,PH2_ONLINE,online_run,held_out_0010,arm1,1,0,4,2026328004,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w10.jsonl,6303496,"A harmonically restless classical track at a brisk 145 bpm, featuring string orchestra plus solo violin, in 32-bar AABA form, with an ABA' formal arc, (no vocals; the lead is the instrument named below).",0,31.8,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0010/a1_r1_t03_seed2026328103.flac,PH2_ONLINE,online_run,held_out_0010,arm1,1,1,3,2026328103,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w10.jsonl,6729390,"A harmonically restless classical track at a brisk 145 bpm, featuring string orchestra plus solo violin, in 32-bar AABA form, with an ABA' formal arc, (no vocals; the lead is the instrument named below).",0,31.8,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0010/a6_r0_t04_seed2026328004.flac,PH2_ONLINE,online_run,held_out_0010,arm6,6,0,4,2026328004,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w10.jsonl,6303496,"A harmonically restless classical track at a brisk 145 bpm, featuring string orchestra plus solo violin, in 32-bar AABA form, with an ABA' formal arc, (no vocals; the lead is the instrument named below).",0,31.8,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0010/a6_r1_t03_seed2026328103.flac,PH2_ONLINE,online_run,held_out_0010,arm6,6,1,3,2026328103,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w10.jsonl,6729390,"A harmonically restless classical track at a brisk 145 bpm, featuring string orchestra plus solo violin, in 32-bar AABA form, with an ABA' formal arc, (no vocals; the lead is the instrument named below).",0,31.8,instrumental
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0011/a1_r0_t03_seed2026329003.flac,PH2_ONLINE,online_run,held_out_0011,arm1,1,0,3,2026329003,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w11.jsonl,11361449,Could we try a minimal electronic piece very fast? Nothing fancy.,1,65.6,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0011/a1_r1_t02_seed2026329102.flac,PH2_ONLINE,online_run,held_out_0011,arm1,1,1,2,2026329102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w11.jsonl,13656574,Could we try a minimal electronic piece very fast? Nothing fancy.,1,65.6,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0011/a6_r0_t05_seed2026329005.flac,PH2_ONLINE,online_run,held_out_0011,arm6,6,0,5,2026329005,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w11.jsonl,14179388,Could we try a minimal electronic piece very fast? Nothing fancy.,1,65.6,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0011/a6_r1_t02_seed2026329102.flac,PH2_ONLINE,online_run,held_out_0011,arm6,6,1,2,2026329102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w11.jsonl,13656574,Could we try a minimal electronic piece very fast? Nothing fancy.,1,65.6,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0012/a1_r0_t04_seed2026330004.flac,PH2_ONLINE,online_run,held_out_0012,arm1,1,0,4,2026330004,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,5997448,Something late-night in the hip-hop vein — around 75 bpm.,1,31.2,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0012/a1_r1_t01_seed2026330101.flac,PH2_ONLINE,online_run,held_out_0012,arm1,1,1,1,2026330101,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,6535022,Something late-night in the hip-hop vein — around 75 bpm.,1,31.2,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0012/a6_r0_t04_seed2026330004.flac,PH2_ONLINE,online_run,held_out_0012,arm6,6,0,4,2026330004,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,5997448,Something late-night in the hip-hop vein — around 75 bpm.,1,31.2,vocal
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0012/a6_r1_t01_seed2026330101.flac,PH2_ONLINE,online_run,held_out_0012,arm6,6,1,1,2026330101,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,6535022,Something late-night in the hip-hop vein — around 75 bpm.,1,31.2,vocal
