rating_id,clip_id,clip_path,media_sha256,true_label,rating_source,gold_source,judge_role,calibration_stratum,inclusion_probability,topup_order
t7_c75a4810ad7d428e9267,t7_t7_c75a4810ad7d428e9267,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0028/candidate_01_seed2026080701.wav,cb43f344748d31ea846dc48e4f3fb58a4dcd63eb6c9eade6b17cc1bb7921dcc6,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,12
t7_e5acf9d669aab1ba1868,t7_t7_e5acf9d669aab1ba1868,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0022/candidate_02_seed2026074702.wav,d777ccc3170ab1354f343966e3badd67a468047b2e21e3cecf796901b1cfe36a,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,13
t7_f772d6c89c4618dd0d0d,t7_t7_f772d6c89c4618dd0d0d,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0223/candidate_04_seed2026275704.wav,e4a999f3b46e84697f3d9b688e7b4eed4dcd1d4caebb1b5627e6bacc4afb330e,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,14
t7_ac88a7bef972454115c3,t7_t7_ac88a7bef972454115c3,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0160/candidate_05_seed2026212705.wav,39e69e1a17f4241f23f4432bc9d4339100065748cc7d29337da9ea89d3e01dd9,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,15
t7_a6db0494caede4185ab2,t7_t7_a6db0494caede4185ab2,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0241/candidate_05_seed2026549705.wav,559c7303148adf034517f68078fd585bb6efa5e2105652d42f35a75ed8cff523,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,16
t7_0993158670e49773f1ce,t7_t7_0993158670e49773f1ce,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0045/candidate_02_seed2026097702.wav,6e52808fb8894ba3f5735b6c91b57d772c92f12cbf4da2333bed10e58ccf2723,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,17
t7_414f684a5f42a44c42e0,t7_t7_414f684a5f42a44c42e0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0088/candidate_01_seed2026140701.wav,e434033ee51bac6ea7ffb88b4c23cd6cea7d034a613b4d9af2e5dac87780e023,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,18
t7_579e822d29b0065c1029,t7_t7_579e822d29b0065c1029,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0074/candidate_04_seed2026382704.wav,24cae6a851513f1f34b492ae172f675f3526a5493b855b58ff333a4e3a5100c1,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,19
t7_cfd9ccdb34553959e28e,t7_t7_cfd9ccdb34553959e28e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0222/candidate_03_seed2026530703.wav,02becd50210572f69c191af268d09259ee2e6e420608d9c7833491998192ffcd,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,20
t7_56d6000d833332fdd163,t7_t7_56d6000d833332fdd163,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0028/candidate_05_seed2026336705.wav,284459f4b3f9aaae1f5d912c55cfbd00bdbdc619cb2a589cbee9d692a645d4b8,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,21
t7_60640f0013d92a28ac54,t7_t7_60640f0013d92a28ac54,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0132/candidate_02_seed2026440702.wav,3facbd861f7fd081cf1b9f905e45cd1da474103a09840131cbecafc1d5ae517b,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,22
t7_8c60ee1951be347d2c95,t7_t7_8c60ee1951be347d2c95,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0061/candidate_07_seed2026369707.wav,bb0592c8aaca47bf8d9f7d01e80ddfb438cd7a0cab5b6e7bf9f1f1fa9cf7e649,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,23
t7_ca3a823f8ed63fc36239,t7_t7_ca3a823f8ed63fc36239,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0113/candidate_00_seed2026165700.wav,b0bc6b1035082452ce1e0ac5635e10be230a5b4895c95157f8960c69538a2258,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,24
t7_d31924a2a7f4171c3052,t7_t7_d31924a2a7f4171c3052,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0144/candidate_03_seed2026196703.wav,66d7358018cf15c3ddb7ea622e75b37306586ae5ca837735bc87d9964a1e6fc4,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,25
t7_02ab46be2c7d15080e0a,t7_t7_02ab46be2c7d15080e0a,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0235/candidate_06_seed2026543706.wav,f1c84bfc7c5dc80aea2d47a1ba7b623747166d243126996258abbfbee1c34f7b,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,26
t7_55a63731c01c6badd477,t7_t7_55a63731c01c6badd477,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0116/candidate_07_seed2026424707.wav,435429b10f67dad523443c979f7cab5054ab5a1c670f848cd09ffbb4e7dcd107,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,27
t7_636036ccdd4435ab37e7,t7_t7_636036ccdd4435ab37e7,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0030/candidate_04_seed2026082704.wav,183b1eaa12ae0756cf512d45cc28982657da5e79c850527efaa5c887b96d2732,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,28
t7_4e3fa7896a911655bd2e,t7_t7_4e3fa7896a911655bd2e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0060/candidate_07_seed2026368707.wav,77aabc3695e72b526cf8baa6a68872d21b0b30e3be700b412199e301bc05547e,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,29
t7_a476c9c582267a2fbf95,t7_t7_a476c9c582267a2fbf95,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0243/candidate_04_seed2026295704.wav,7219948782e2b62ea2f79c8265f5f2918c19179e4bc0670055b5d9de64245cd8,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,30
t7_01aeb27e9c16a7615903,t7_t7_01aeb27e9c16a7615903,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0019/candidate_05_seed2026071705.wav,262f560eacca5d82b2ce358e9be7f86692dc17630038cb6721ce07ec26cc202a,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,31
t7_2c020b49d191d6ab3ea0,t7_t7_2c020b49d191d6ab3ea0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0015/candidate_02_seed2026067702.wav,2b589c541e4c5ced4acbc3fd06e849c8ce240b73c4ee410fa7078e06979dee13,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,32
t7_d26301f8f460ae05bbe5,t7_t7_d26301f8f460ae05bbe5,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0078/candidate_06_seed2026130706.wav,9b18d3e0987d6f40a1c82f6c5a0181c128c6f853e129a301cbe9100cbbbd5696,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,33
t7_5620399ecf19f40c61b6,t7_t7_5620399ecf19f40c61b6,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/held_out_0076/candidate_03_seed2026384703.wav,ce9c8c63dba56f1cb641d48f0e9636701d2f9f6135b6ac743c19654b2707f098,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,34
t7_7f78e2412a4887606a58,t7_t7_7f78e2412a4887606a58,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0005/candidate_00_seed2026057700.wav,30779da68ed0c8ef4a2d8fd19fcdb4cafba30834e0af3569fc4b47e85438c614,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,35
t7_da8dc5d8cdbfc3899458,t7_t7_da8dc5d8cdbfc3899458,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0218/candidate_07_seed2026270707.wav,18cec51567d1f7572a31800d6cbc63ccc59de5b3b1cc1374fd564de04acb8c29,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,36
t7_f3a061c3bc6172fbc6cc,t7_t7_f3a061c3bc6172fbc6cc,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0136/candidate_00_seed2026188700.wav,fd06320e5fbb8d2bc3405cb5768fd802315b23ada8e32624e372248b0e267990,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,37
t7_c8146f6bbf376a27650e,t7_t7_c8146f6bbf376a27650e,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0188/candidate_04_seed2026240704.wav,a3ecbc0941e5766d4bc9e8bb2e96d406c7549ba636739465006da829523f202d,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,38
t7_630d667e83c98c758ba0,t7_t7_630d667e83c98c758ba0,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0212/candidate_03_seed2026264703.wav,0f5736767ec4f18306ecbc3d2dce0b6b4ad5cf40a39a1877011a0a9be00859ca,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,39
t7_fa639cbdf5cd7126d8ab,t7_t7_fa639cbdf5cd7126d8ab,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/paper_prep/w2_execution_20260712/spine_reconstruction_torch251_recovery/audio/dev_0095/candidate_07_seed2026147707.wav,4326dc970c2f879eed67e8a7e4828707ec6dad633ec54a5ce15cdb76813b6e94,no,pi:Richard,t7_all_hash_disjoint_pi_gold,judge_evaluation_topup,t7_far_below_predicted_absent,0.2684563758389262,40
